SessionID,PlayerID,PlayTimeHours,InGamePurchases,SessionsPerWeek,AvgSessionDurationMinutes,GameGenre,GameDifficulty
11714,20713,0.09,False,19,163,Strategy,Easy
11715,20714,12.48,False,2,152,Action,Hard
11716,20715,16.86,True,4,173,RPG,Medium
11717,20716,0.66,False,5,84,RPG,Medium
11718,20717,17.4,False,15,19,Strategy,Medium
11719,20718,15.81,False,18,32,Strategy,Easy
11720,20719,14.64,False,4,105,Strategy,Easy
11721,20720,23.05,False,7,82,Simulation,Easy
11722,20721,4.36,False,2,156,Simulation,Medium
11723,20722,23.33,False,5,43,Sports,Easy
11724,20723,22.05,False,19,93,Strategy,Hard
11725,20724,19.22,False,17,40,Sports,Medium
11726,20725,22.07,True,19,15,Sports,Medium
11727,20726,23.14,True,16,58,Strategy,Easy
11728,20727,13.26,False,18,166,RPG,Easy
11729,20728,10.09,False,15,46,RPG,Medium
11730,20729,7.43,False,13,71,RPG,Easy
11731,20730,5.41,False,10,130,Action,Medium
11732,20731,12.12,False,1,39,Simulation,Medium
11733,20732,18.74,False,7,11,Sports,Easy
11734,20733,9.04,False,0,140,Sports,Easy
11735,20734,19.75,False,3,66,Action,Easy
11736,20735,11.94,False,17,159,Strategy,Easy
11737,20736,5.85,False,14,122,Action,Hard
11738,20737,14.74,False,13,114,Strategy,Medium
11739,20738,22.42,True,5,140,RPG,Medium
11740,20739,3.98,False,19,104,Sports,Easy
11741,20740,12.2,False,12,57,Strategy,Medium
11742,20741,1.69,False,15,125,Action,Hard
11743,20742,18.42,False,5,32,Simulation,Hard
11744,20743,21.03,False,5,137,Strategy,Hard
11745,20744,4.42,False,10,71,Sports,Easy
11746,20745,3.38,True,0,159,Sports,Easy
11747,20746,0.79,False,15,174,Sports,Hard
11748,20747,17.54,False,18,27,Simulation,Easy
11749,20748,1.01,False,2,159,Simulation,Easy
11750,20749,23.31,True,6,72,RPG,Medium
11751,20750,5.85,False,14,103,RPG,Medium
11752,20751,14.29,False,3,82,Simulation,Hard
11753,20752,15.85,False,11,105,RPG,Easy
11754,20753,3.77,False,16,69,Sports,Easy
11755,20754,3.74,False,0,115,Action,Easy
11756,20755,0.37,False,1,84,Simulation,Hard
11757,20756,18.06,False,1,52,RPG,Easy
11758,20757,3.1,False,5,112,Strategy,Easy
11759,20758,7.26,False,16,56,Simulation,Easy
11760,20759,12.34,False,4,40,Action,Easy
11761,20760,18.31,False,9,80,Simulation,Hard
11762,20761,6.53,False,12,48,RPG,Easy
11763,20762,18.01,True,8,71,Simulation,Hard
11764,20763,8.95,False,11,119,Strategy,Hard
11765,20764,15.92,False,16,170,Strategy,Medium
11766,20765,9.87,False,1,86,Strategy,Easy
11767,20766,21.21,False,17,82,Sports,Easy
11768,20767,7.85,False,15,112,Sports,Hard
11769,20768,17.23,True,11,16,Action,Medium
11770,20769,14.35,True,19,53,Strategy,Easy
11771,20770,19.56,False,1,81,RPG,Easy
11772,20771,21.41,True,18,164,Sports,Medium
11773,20772,22.05,False,9,116,RPG,Medium
11774,20773,15.26,False,10,60,Sports,Hard
11775,20774,7.46,False,14,21,RPG,Medium
11776,20775,1.65,False,19,151,Sports,Hard
11777,20776,5.27,False,10,66,Simulation,Easy
11778,20777,3.98,False,6,173,Sports,Easy
11779,20778,4.81,False,8,118,RPG,Easy
11780,20779,22.45,False,7,54,Sports,Easy
11781,20780,11.9,False,17,165,RPG,Easy
11782,20781,10.37,False,14,71,Action,Easy
11783,20782,5.45,False,11,173,Sports,Easy
11784,20783,11.98,True,8,15,Sports,Easy
11785,20784,23.71,False,10,149,Strategy,Hard
11786,20785,5.03,False,10,53,Sports,Easy
11787,20786,6.85,True,12,72,Strategy,Hard
11788,20787,18.33,True,2,20,Action,Medium
11789,20788,22.29,False,14,65,Action,Easy
11790,20789,12.61,True,7,48,Strategy,Medium
11791,20790,18.55,False,19,41,Strategy,Easy
11792,20791,0.39,False,5,109,Action,Hard
11793,20792,15.38,False,4,70,Sports,Medium
11794,20793,1.02,False,11,58,Sports,Hard
11795,20794,23.76,True,1,122,RPG,Hard
11796,20795,13.24,True,8,109,Sports,Easy
11797,20796,3.87,False,7,96,RPG,Hard
11798,20797,20.69,False,15,129,Strategy,Easy
11799,20798,17.2,True,13,115,Strategy,Medium
11800,20799,8.08,False,8,175,Simulation,Easy
11801,20800,1.05,True,9,126,Sports,Hard
11802,20801,15.54,False,1,51,RPG,Easy
11803,20802,15.26,False,19,136,Action,Easy
11804,20803,7.5,True,12,101,Strategy,Easy
11805,20804,15.47,True,9,155,Sports,Medium
11806,20805,4.07,False,16,84,Sports,Medium
11807,20806,22.17,False,19,123,Simulation,Hard
11808,20807,8.77,False,8,69,Sports,Easy
11809,20808,3.7,False,7,178,Strategy,Easy
11810,20809,20.76,False,8,63,Simulation,Easy
11811,20810,9.28,True,2,91,Strategy,Hard
11812,20811,16.29,False,9,68,Simulation,Easy
11813,20812,14.83,False,6,137,Sports,Easy
11814,20813,4.06,False,9,173,RPG,Hard
11815,20814,9.96,True,18,134,Action,Easy
11816,20815,19.89,False,10,35,Simulation,Easy
11817,20816,4.63,False,9,138,RPG,Medium
11818,20817,11.92,False,10,134,RPG,Medium
11819,20818,12.59,False,7,124,Sports,Hard
11820,20819,21.21,False,1,139,Strategy,Medium
11821,20820,14.59,False,8,164,Simulation,Medium
11822,20821,20.8,False,9,155,Action,Easy
11823,20822,21.08,False,17,10,RPG,Medium
11824,20823,10.52,False,9,84,Sports,Easy
11825,20824,2.16,False,15,98,Strategy,Medium
11826,20825,21.37,False,10,69,Sports,Medium
11827,20826,4.32,False,15,170,RPG,Medium
11828,20827,13.02,False,14,103,Sports,Medium
11829,20828,3.05,False,0,165,Action,Medium
11830,20829,23.07,False,11,40,Sports,Easy
11831,20830,0.3,False,12,104,RPG,Hard
11832,20831,7.9,False,17,98,Action,Easy
11833,20832,23.58,False,2,75,Sports,Hard
11834,20833,4.26,False,4,157,Action,Hard
11835,20834,17.21,False,6,29,Simulation,Medium
11836,20835,15.23,False,5,47,Action,Easy
11837,20836,0.29,False,10,145,Action,Hard
11838,20837,21.22,True,8,53,Action,Easy
11839,20838,0.55,False,10,35,Sports,Medium
11840,20839,17.02,False,15,77,Sports,Easy
11841,20840,10.82,False,12,12,Strategy,Medium
11842,20841,1.57,False,15,122,Action,Easy
11843,20842,11.31,False,6,95,Action,Easy
11844,20843,16.2,False,13,106,Simulation,Medium
11845,20844,1.37,False,1,141,RPG,Hard
11846,20845,21.82,False,7,173,Sports,Hard
11847,20846,7.9,False,4,27,Strategy,Medium
11848,20847,4.72,True,2,26,Simulation,Easy
11849,20848,20.23,False,12,146,Strategy,Easy
11850,20849,9.93,False,15,110,Simulation,Easy
11851,20850,20.62,False,5,11,Sports,Hard
11852,20851,7.25,False,11,149,RPG,Medium
11853,20852,14.03,False,1,62,Action,Easy
11854,20853,23.43,False,14,13,Sports,Easy
11855,20854,8.64,False,11,73,Simulation,Easy
11856,20855,12.03,False,14,87,Sports,Hard
11857,20856,19.39,False,3,128,Strategy,Easy
11858,20857,15.2,False,4,63,Sports,Medium
11859,20858,18.91,False,16,170,RPG,Hard
11860,20859,8.55,False,19,39,Simulation,Easy
11861,20860,9.92,False,12,89,Sports,Easy
11862,20861,0.7,False,15,87,Simulation,Easy
11863,20862,19.26,False,2,108,Action,Easy
11864,20863,13.33,False,17,74,RPG,Medium
11865,20864,13.45,True,11,147,Simulation,Easy
11866,20865,7.98,False,3,57,Action,Easy
11867,20866,21.47,True,15,40,RPG,Hard
11868,20867,17.02,True,3,176,Strategy,Medium
11869,20868,1.4,False,6,43,Simulation,Easy
11870,20869,18.34,False,10,92,Simulation,Easy
11871,20870,0.98,False,13,152,RPG,Easy
11872,20871,8.14,False,0,121,Action,Easy
11873,20872,10.94,False,6,25,Strategy,Medium
11874,20873,15.56,False,14,26,Simulation,Easy
11875,20874,16.18,False,3,67,Sports,Easy
11876,20875,12.04,False,5,35,Strategy,Medium
11877,20876,7.87,False,16,81,Sports,Medium
11878,20877,14.38,False,5,73,RPG,Medium
11879,20878,16.41,True,13,152,Simulation,Easy
11880,20879,6.93,False,19,19,Action,Easy
11881,20880,14.31,False,5,88,Simulation,Easy
11882,20881,12.08,False,2,47,Sports,Medium
11883,20882,1.64,True,18,141,Strategy,Medium
11884,20883,20.33,False,5,128,RPG,Easy
11885,20884,21.92,False,0,25,Action,Easy
11886,20885,14.58,False,2,16,Sports,Medium
11887,20886,19.25,False,10,15,Action,Easy
11888,20887,14.24,False,16,94,Strategy,Easy
11889,20888,12.53,False,14,123,RPG,Easy
11890,20889,15.57,False,19,46,RPG,Medium
11891,20890,14.41,False,14,34,RPG,Easy
11892,20891,16.98,True,2,82,Simulation,Easy
11893,20892,14.86,False,2,94,Sports,Medium
11894,20893,23.35,False,7,50,Action,Medium
11895,20894,14.97,False,6,56,Strategy,Medium
11896,20895,9.98,True,17,121,Simulation,Easy
11897,20896,1.15,False,1,139,Sports,Easy
11898,20897,18.17,False,7,108,RPG,Medium
11899,20898,2.65,False,7,145,Action,Easy
11900,20899,13.31,False,18,94,RPG,Easy
11901,20900,0.21,False,14,95,Simulation,Medium
11902,20901,17.11,False,5,39,Sports,Easy
11903,20902,4.42,False,3,96,Action,Medium
11904,20903,8.37,False,7,170,Sports,Easy
11905,20904,17.74,True,8,81,Strategy,Medium
11906,20905,14.29,False,15,80,RPG,Easy
11907,20906,5.0,True,5,175,Strategy,Easy
11908,20907,8.04,False,4,163,Sports,Easy
11909,20908,10.73,False,0,73,Simulation,Medium
11910,20909,9.48,True,4,10,Action,Medium
11911,20910,15.05,False,10,179,Action,Easy
11912,20911,10.1,False,4,27,Simulation,Easy
11913,20912,14.08,False,11,163,Sports,Easy
11914,20913,5.98,True,9,94,Sports,Easy
11915,20914,23.99,False,19,117,Action,Easy
11916,20915,18.57,False,1,46,Sports,Medium
11917,20916,9.48,False,13,87,Action,Easy
11918,20917,23.24,False,4,69,Action,Medium
11919,20918,16.97,True,19,129,Strategy,Easy
11920,20919,10.89,False,18,92,Action,Easy
11921,20920,5.08,True,7,148,Action,Easy
11922,20921,13.91,True,19,32,Simulation,Easy
11923,20922,8.08,False,9,69,RPG,Easy
11924,20923,1.03,False,7,63,Strategy,Medium
11925,20924,8.22,False,13,42,Sports,Hard
11926,20925,0.46,False,3,123,Sports,Medium
11927,20926,12.85,False,13,169,Sports,Hard
11928,20927,1.32,True,9,45,Strategy,Medium
11929,20928,2.14,False,10,106,Strategy,Medium
11930,20929,22.54,False,9,169,RPG,Medium
11931,20930,14.02,True,18,161,Simulation,Medium
11932,20931,21.8,False,11,148,RPG,Medium
11933,20932,1.72,False,11,155,Simulation,Medium
11934,20933,23.7,False,7,53,Simulation,Easy
11935,20934,18.33,True,5,61,RPG,Medium
11936,20935,19.57,False,0,165,Simulation,Medium
11937,20936,21.88,False,17,77,Simulation,Easy
11938,20937,22.57,False,3,70,Simulation,Hard
11939,20938,17.16,False,17,163,Sports,Easy
11940,20939,14.66,False,5,153,Strategy,Hard
11941,20940,2.95,True,6,45,Simulation,Easy
11942,20941,2.6,True,17,145,Simulation,Medium
11943,20942,7.36,False,16,100,Action,Easy
11944,20943,9.89,False,8,28,Strategy,Easy
11945,20944,23.75,False,2,43,Strategy,Medium
11946,20945,15.39,False,0,128,RPG,Easy
11947,20946,15.54,False,5,148,Simulation,Hard
11948,20947,13.18,False,14,125,Strategy,Medium
11949,20948,3.11,False,12,107,Action,Medium
11950,20949,13.11,False,19,40,Strategy,Medium
11951,20950,6.31,False,14,83,Simulation,Medium
11952,20951,13.61,False,3,36,RPG,Easy
11953,20952,7.12,False,1,113,RPG,Hard
11954,20953,12.35,False,14,164,Sports,Easy
11955,20954,14.99,False,11,55,RPG,Easy
11956,20955,11.2,False,0,170,Action,Easy
11957,20956,0.46,True,10,158,RPG,Medium
11958,20957,3.87,False,15,139,Sports,Easy
11959,20958,14.63,False,5,97,Strategy,Easy
11960,20959,4.9,False,16,29,Sports,Easy
11961,20960,4.9,True,13,154,Strategy,Easy
11962,20961,16.56,True,10,152,Sports,Medium
11963,20962,10.18,False,6,133,Action,Easy
11964,20963,17.4,False,5,66,RPG,Medium
11965,20964,2.12,False,12,169,Action,Easy
11966,20965,18.78,False,2,100,Action,Easy
11967,20966,14.02,False,13,119,RPG,Medium
11968,20967,12.61,False,18,161,Action,Easy
11969,20968,19.33,False,4,84,Simulation,Easy
11970,20969,22.75,False,9,94,Action,Medium
11971,20970,15.65,False,7,62,Sports,Medium
11972,20971,3.19,False,19,172,Action,Easy
11973,20972,14.82,False,11,32,RPG,Hard
11974,20973,0.08,False,6,11,Simulation,Medium
11975,20974,7.89,False,2,90,RPG,Hard
11976,20975,16.84,False,9,148,Strategy,Medium
11977,20976,20.92,False,19,19,RPG,Medium
11978,20977,8.6,True,1,118,Action,Medium
11979,20978,5.84,False,10,173,Strategy,Medium
11980,20979,3.92,False,12,103,RPG,Hard
11981,20980,11.65,True,4,57,Simulation,Medium
11982,20981,10.73,False,16,137,Strategy,Easy
11983,20982,11.92,False,6,168,Sports,Easy
11984,20983,6.32,False,4,158,Strategy,Easy
11985,20984,11.27,True,14,135,Strategy,Medium
11986,20985,8.43,False,19,72,Action,Easy
11987,20986,23.64,False,9,71,RPG,Easy
11988,20987,4.53,False,13,52,Strategy,Easy
11989,20988,2.88,False,17,50,Strategy,Medium
11990,20989,19.51,False,12,94,Strategy,Hard
11991,20990,18.52,False,13,124,RPG,Hard
11992,20991,19.64,False,13,59,Simulation,Easy
11993,20992,11.91,True,14,58,RPG,Medium
11994,20993,5.26,False,0,78,Simulation,Hard
11995,20994,21.75,False,19,99,Strategy,Easy
11996,20995,19.05,True,3,42,RPG,Medium
11997,20996,17.9,False,10,129,RPG,Easy
11998,20997,0.86,False,7,64,RPG,Easy
11999,20998,11.67,False,11,57,Strategy,Easy
12000,20999,8.16,False,12,28,Strategy,Easy
12001,21000,8.26,False,12,28,Simulation,Hard
12002,21001,3.02,False,13,74,Simulation,Easy
12003,21002,21.2,False,13,166,RPG,Medium
12004,21003,5.82,False,14,176,Sports,Medium
12005,21004,1.18,False,19,66,Action,Medium
12006,21005,11.02,False,18,65,Strategy,Easy
12007,21006,13.05,False,0,161,Action,Medium
12008,21007,8.56,False,7,145,Action,Easy
12009,21008,8.83,True,10,141,Action,Hard
12010,21009,9.44,True,0,103,Simulation,Easy
12011,21010,16.44,False,6,20,Strategy,Medium
12012,21011,6.16,False,19,114,Sports,Hard
12013,21012,22.56,False,17,99,Sports,Easy
12014,21013,9.16,False,2,150,Sports,Medium
12015,21014,10.07,True,12,143,RPG,Hard
12016,21015,3.54,False,5,113,Strategy,Easy
12017,21016,11.16,False,18,64,Simulation,Medium
12018,21017,16.72,False,7,141,Simulation,Medium
12019,21018,8.12,False,12,34,RPG,Easy
12020,21019,4.62,False,4,34,Simulation,Medium
12021,21020,18.42,False,13,124,Strategy,Easy
12022,21021,14.28,True,13,48,RPG,Medium
12023,21022,11.74,True,7,51,Sports,Easy
12024,21023,9.26,False,10,131,Action,Hard
12025,21024,6.85,False,10,166,Sports,Medium
12026,21025,2.78,False,8,112,Action,Easy
12027,21026,6.38,False,0,165,Strategy,Easy
12028,21027,6.58,False,15,154,Strategy,Easy
12029,21028,8.06,False,1,19,Strategy,Easy
12030,21029,6.53,False,18,47,Simulation,Easy
12031,21030,0.56,False,7,156,Strategy,Easy
12032,21031,7.06,False,8,21,RPG,Easy
12033,21032,0.22,False,8,35,Simulation,Easy
12034,21033,17.68,False,15,158,Simulation,Easy
12035,21034,4.56,False,10,13,Simulation,Easy
12036,21035,2.88,False,7,136,Simulation,Medium
12037,21036,15.18,False,2,74,Sports,Medium
12038,21037,22.78,False,2,71,Strategy,Easy
12039,21038,22.13,False,11,75,Sports,Easy
12040,21039,13.2,False,6,39,RPG,Easy
12041,21040,8.33,False,6,70,RPG,Easy
12042,21041,5.28,False,12,35,Sports,Medium
12043,21042,9.21,False,0,122,RPG,Easy
12044,21043,1.07,True,15,44,Sports,Medium
12045,21044,14.06,False,9,74,Simulation,Easy
12046,21045,21.77,False,0,46,Simulation,Easy
12047,21046,15.96,False,12,66,Action,Medium
12048,21047,14.86,False,10,160,Simulation,Easy
12049,21048,6.84,False,12,33,Sports,Easy
12050,21049,10.64,False,19,50,RPG,Medium
12051,21050,22.89,True,9,128,Sports,Easy
12052,21051,17.79,False,18,118,Simulation,Easy
12053,21052,1.51,False,8,54,Action,Easy
12054,21053,4.51,True,14,65,Sports,Easy
12055,21054,10.47,False,19,83,Sports,Easy
12056,21055,20.15,False,2,123,Simulation,Easy
12057,21056,21.84,True,16,128,Strategy,Medium
12058,21057,7.9,False,13,57,Simulation,Hard
12059,21058,4.21,False,16,24,Simulation,Easy
12060,21059,2.98,False,6,179,Action,Easy
12061,21060,1.97,False,6,98,RPG,Easy
12062,21061,3.85,True,11,43,Strategy,Medium
12063,21062,2.4,False,13,67,Strategy,Medium
12064,21063,11.94,False,4,136,RPG,Easy
12065,21064,18.2,False,13,51,RPG,Medium
12066,21065,7.18,False,3,11,Simulation,Easy
12067,21066,12.34,False,8,115,RPG,Easy
12068,21067,21.1,False,17,32,Strategy,Easy
12069,21068,22.07,False,18,67,Action,Medium
12070,21069,8.43,False,11,55,Sports,Easy
12071,21070,17.59,False,4,157,RPG,Hard
12072,21071,1.72,False,18,132,RPG,Medium
12073,21072,13.75,True,7,88,Strategy,Medium
12074,21073,14.2,False,3,109,Simulation,Easy
12075,21074,13.1,True,15,169,Action,Medium
12076,21075,3.96,False,7,53,Strategy,Medium
12077,21076,15.99,False,16,123,Action,Medium
12078,21077,5.55,False,6,66,RPG,Medium
12079,21078,22.01,False,5,96,Sports,Medium
12080,21079,2.13,False,6,27,Action,Medium
12081,21080,16.22,False,2,54,Sports,Medium
12082,21081,9.35,False,15,71,Strategy,Medium
12083,21082,7.93,False,2,64,Action,Easy
12084,21083,7.3,False,13,164,Strategy,Easy
12085,21084,8.92,False,3,145,RPG,Easy
12086,21085,5.58,False,17,101,RPG,Hard
12087,21086,20.23,True,6,33,Action,Easy
12088,21087,15.06,False,0,130,Sports,Medium
12089,21088,17.73,False,19,166,Strategy,Easy
12090,21089,5.57,False,11,104,Strategy,Easy
12091,21090,5.04,False,18,130,Simulation,Easy
12092,21091,10.27,False,18,12,Strategy,Easy
12093,21092,17.0,False,6,101,Action,Medium
12094,21093,23.33,False,15,11,Simulation,Easy
12095,21094,8.83,False,17,31,Strategy,Easy
12096,21095,20.69,False,8,37,Strategy,Easy
12097,21096,22.35,False,11,173,Action,Easy
12098,21097,0.17,True,9,49,Strategy,Easy
12099,21098,17.15,False,14,41,Action,Medium
12100,21099,10.27,False,15,99,Simulation,Hard
12101,21100,14.17,False,17,176,Strategy,Medium
12102,21101,12.68,False,12,93,Simulation,Medium
12103,21102,20.79,False,1,164,RPG,Easy
12104,21103,4.47,False,10,101,Strategy,Medium
12105,21104,16.53,False,6,143,Simulation,Easy
12106,21105,6.03,False,13,38,Sports,Easy
12107,21106,20.04,True,11,69,Sports,Hard
12108,21107,20.96,False,4,79,Action,Easy
12109,21108,5.14,False,16,47,Sports,Easy
12110,21109,8.53,False,9,86,Simulation,Easy
12111,21110,12.77,False,18,44,Strategy,Easy
12112,21111,1.6,True,4,130,Action,Medium
12113,21112,12.13,False,14,114,Action,Medium
12114,21113,14.38,False,6,144,RPG,Hard
12115,21114,21.85,False,5,45,Action,Medium
12116,21115,8.78,False,17,150,RPG,Medium
12117,21116,5.77,False,5,28,Sports,Easy
12118,21117,12.76,True,9,106,Sports,Easy
12119,21118,19.61,False,17,31,Sports,Hard
12120,21119,13.65,False,6,25,Action,Medium
12121,21120,20.75,True,6,155,Simulation,Easy
12122,21121,4.31,True,14,170,RPG,Easy
12123,21122,20.9,False,1,35,RPG,Medium
12124,21123,13.45,False,1,159,Action,Easy
12125,21124,6.79,False,8,157,Simulation,Easy
12126,21125,2.18,False,5,70,Action,Medium
12127,21126,1.84,False,15,54,RPG,Medium
12128,21127,16.19,False,19,94,Simulation,Medium
12129,21128,22.79,False,16,172,Sports,Medium
12130,21129,17.4,False,19,25,Sports,Hard
12131,21130,17.72,False,13,129,Sports,Easy
12132,21131,4.79,False,0,43,Strategy,Medium
12133,21132,7.52,False,13,126,Strategy,Hard
12134,21133,19.19,False,15,155,Sports,Medium
12135,21134,12.02,False,9,155,RPG,Medium
12136,21135,0.59,False,9,124,Simulation,Medium
12137,21136,6.31,True,18,107,RPG,Easy
12138,21137,21.13,False,15,40,Strategy,Medium
12139,21138,19.63,False,13,87,Simulation,Medium
12140,21139,4.46,False,5,74,Simulation,Easy
12141,21140,5.91,False,14,77,Action,Hard
12142,21141,22.65,False,4,151,Sports,Easy
12143,21142,9.67,False,7,162,RPG,Easy
12144,21143,3.37,False,6,11,Simulation,Easy
12145,21144,12.01,False,18,110,Simulation,Easy
12146,21145,11.32,True,15,71,Action,Medium
12147,21146,23.35,False,18,122,Sports,Medium
12148,21147,15.49,True,14,90,Sports,Easy
12149,21148,10.91,False,1,97,Strategy,Medium
12150,21149,8.88,False,2,103,RPG,Hard
12151,21150,14.73,False,19,148,RPG,Medium
12152,21151,12.78,False,4,77,Action,Medium
12153,21152,16.06,True,13,178,Action,Medium
12154,21153,13.18,False,19,54,Action,Medium
12155,21154,21.81,False,2,32,Sports,Easy
12156,21155,0.1,False,12,135,Simulation,Easy
12157,21156,13.44,False,15,112,Simulation,Easy
12158,21157,19.03,False,17,89,Simulation,Hard
12159,21158,2.15,False,15,118,RPG,Medium
12160,21159,2.24,False,8,73,Simulation,Medium
12161,21160,2.27,False,10,26,RPG,Hard
12162,21161,22.6,False,7,43,Strategy,Hard
12163,21162,20.3,True,4,124,Strategy,Easy
12164,21163,2.62,False,10,140,Simulation,Hard
12165,21164,15.62,False,19,89,Strategy,Easy
12166,21165,13.97,True,19,134,Action,Easy
12167,21166,3.22,False,12,102,Strategy,Easy
12168,21167,12.66,False,16,26,Action,Medium
12169,21168,0.95,True,0,13,Strategy,Hard
12170,21169,0.14,False,9,124,Simulation,Medium
12171,21170,6.94,False,5,25,Simulation,Easy
12172,21171,22.06,False,16,179,Action,Hard
12173,21172,13.45,False,12,110,Strategy,Hard
12174,21173,0.75,False,6,110,Action,Medium
12175,21174,0.84,False,13,63,Action,Medium
12176,21175,2.87,False,12,146,Sports,Easy
12177,21176,6.52,False,17,21,Sports,Medium
12178,21177,3.67,True,14,21,Action,Hard
12179,21178,5.39,False,14,101,RPG,Easy
12180,21179,3.79,False,11,177,Simulation,Hard
12181,21180,18.64,False,0,135,Simulation,Easy
12182,21181,9.71,False,11,47,Simulation,Easy
12183,21182,16.16,False,10,14,Simulation,Easy
12184,21183,7.36,True,0,61,Sports,Easy
12185,21184,10.81,False,19,34,Sports,Hard
12186,21185,14.63,False,4,169,Action,Easy
12187,21186,1.63,False,0,47,RPG,Easy
12188,21187,6.06,False,18,99,Action,Easy
12189,21188,23.12,False,0,98,RPG,Easy
12190,21189,20.54,False,15,72,Strategy,Easy
12191,21190,22.28,False,9,167,RPG,Easy
12192,21191,0.96,False,13,129,RPG,Hard
12193,21192,13.54,False,1,57,Simulation,Easy
12194,21193,6.66,True,1,115,RPG,Easy
12195,21194,20.28,False,7,83,RPG,Hard
12196,21195,14.33,False,3,131,RPG,Medium
12197,21196,4.55,True,17,146,Simulation,Easy
12198,21197,1.65,False,2,117,Simulation,Easy
12199,21198,16.85,False,10,67,Action,Medium
12200,21199,22.31,False,4,161,Sports,Easy
12201,21200,7.69,False,0,174,Simulation,Easy
12202,21201,10.4,False,5,57,Sports,Easy
12203,21202,17.59,False,17,125,Simulation,Easy
12204,21203,14.18,False,3,83,Action,Medium
12205,21204,14.85,True,9,106,RPG,Easy
12206,21205,6.34,False,8,91,Strategy,Easy
12207,21206,2.54,False,19,38,Simulation,Hard
12208,21207,11.33,True,6,85,Action,Medium
12209,21208,13.28,True,5,98,Strategy,Hard
12210,21209,18.48,False,13,108,Strategy,Easy
12211,21210,1.9,False,19,165,RPG,Easy
12212,21211,4.53,False,0,79,RPG,Medium
12213,21212,5.44,False,6,144,RPG,Hard
12214,21213,13.09,False,5,170,Simulation,Medium
12215,21214,9.9,False,13,172,RPG,Hard
12216,21215,16.94,False,18,25,Action,Easy
12217,21216,20.65,False,2,98,RPG,Easy
12218,21217,14.92,False,15,179,Simulation,Hard
12219,21218,20.91,True,2,160,Simulation,Medium
12220,21219,15.79,False,9,153,Sports,Hard
12221,21220,14.12,False,3,72,Strategy,Easy
12222,21221,12.94,False,14,63,RPG,Hard
12223,21222,12.04,False,4,73,Strategy,Easy
12224,21223,4.08,True,2,153,Simulation,Medium
12225,21224,11.83,False,15,27,Action,Easy
12226,21225,18.65,False,4,43,RPG,Easy
12227,21226,13.12,False,6,52,Strategy,Easy
12228,21227,10.26,True,4,138,Sports,Hard
12229,21228,22.56,True,13,53,Simulation,Hard
12230,21229,0.49,False,13,83,Action,Easy
12231,21230,3.04,False,18,38,Strategy,Easy
12232,21231,21.49,False,11,149,Action,Hard
12233,21232,2.86,False,8,106,Simulation,Hard
12234,21233,13.36,False,11,123,Action,Hard
12235,21234,22.07,False,10,103,Action,Hard
12236,21235,16.44,False,0,64,Sports,Easy
12237,21236,10.58,False,10,76,Strategy,Hard
12238,21237,1.95,False,19,136,Strategy,Hard
12239,21238,4.9,True,5,174,Strategy,Medium
12240,21239,16.93,False,11,11,Strategy,Hard
12241,21240,16.61,False,13,111,Strategy,Easy
12242,21241,14.05,False,4,133,Simulation,Easy
12243,21242,12.54,True,1,61,Simulation,Easy
12244,21243,6.96,True,16,127,Sports,Medium
12245,21244,15.41,False,6,127,Action,Medium
12246,21245,22.73,False,14,26,Simulation,Easy
12247,21246,15.72,False,14,122,Sports,Hard
12248,21247,21.17,False,7,31,Simulation,Easy
12249,21248,17.18,False,8,152,Sports,Easy
12250,21249,18.05,False,2,153,Strategy,Easy
12251,21250,3.12,False,18,169,Action,Easy
12252,21251,2.33,True,11,109,RPG,Easy
12253,21252,7.61,False,15,151,Simulation,Hard
12254,21253,9.03,False,13,104,Action,Medium
12255,21254,15.3,False,12,73,RPG,Easy
12256,21255,9.54,False,1,47,Sports,Easy
12257,21256,7.64,False,1,34,Action,Medium
12258,21257,23.86,False,16,75,Simulation,Easy
12259,21258,14.22,True,1,83,Simulation,Medium
12260,21259,1.53,False,7,132,Simulation,Hard
12261,21260,0.48,True,17,137,Strategy,Hard
12262,21261,17.64,False,12,139,Simulation,Hard
12263,21262,11.1,False,5,15,Simulation,Easy
12264,21263,21.47,False,13,118,Simulation,Hard
12265,21264,17.86,False,4,24,Simulation,Medium
12266,21265,19.04,False,3,152,Simulation,Medium
12267,21266,5.16,False,16,144,Sports,Easy
12268,21267,8.32,False,19,73,Simulation,Medium
12269,21268,16.33,False,14,155,Strategy,Easy
12270,21269,20.24,True,10,31,Simulation,Easy
12271,21270,19.44,False,16,103,Sports,Hard
12272,21271,8.09,False,4,162,Strategy,Easy
12273,21272,14.2,False,12,141,Sports,Medium
12274,21273,0.08,False,12,79,RPG,Easy
12275,21274,22.39,True,11,59,Action,Easy
12276,21275,6.68,False,4,45,RPG,Easy
12277,21276,2.96,False,5,137,RPG,Hard
12278,21277,18.62,False,18,137,Strategy,Easy
12279,21278,17.07,False,13,25,Action,Easy
12280,21279,8.86,False,1,178,Action,Easy
12281,21280,9.56,False,9,113,RPG,Medium
12282,21281,16.85,False,3,25,Action,Hard
12283,21282,0.57,False,1,79,RPG,Hard
12284,21283,22.86,False,12,35,Action,Hard
12285,21284,22.28,False,5,106,Sports,Easy
12286,21285,9.56,False,15,93,Sports,Easy
12287,21286,17.9,False,1,71,RPG,Hard
12288,21287,13.59,False,10,138,Simulation,Easy
