PlayerID,Age,Gender,Location,PlayerLevel,AchievementsUnlocked,EngagementLevel
12545,40,Female,USA,3,3,High
12546,17,Male,Europe,95,23,High
12547,21,Male,Asia,96,28,Medium
12548,15,Female,Europe,17,3,Medium
12549,31,Male,USA,49,14,Medium
12550,39,Male,Europe,70,22,High
12551,17,Female,Europe,85,15,Medium
12552,29,Female,USA,94,17,High
12553,43,Female,Europe,90,45,Medium
12554,46,Male,Europe,17,49,High
12555,40,Male,USA,48,44,High
12556,30,Male,Europe,13,45,Low
12557,39,Female,USA,8,18,Low
12558,42,Female,Asia,50,42,Medium
12559,23,Male,Europe,36,23,High
12560,15,Male,Europe,13,0,Medium
12561,43,Male,USA,18,36,Low
12562,36,Male,Other,84,45,Medium
12563,30,Male,Other,71,6,Low
12564,21,Female,USA,19,44,Medium
12565,28,Female,Other,77,37,Low
12566,43,Female,Europe,3,24,Low
12567,33,Female,Asia,97,7,Medium
12568,33,Male,USA,76,46,Medium
12569,16,Female,USA,35,13,Low
12570,29,Male,Europe,1,38,High
12571,17,Male,USA,9,21,Low
12572,25,Male,Asia,5,33,Medium
12573,44,Male,Asia,7,24,Medium
12574,32,Male,Asia,7,9,Low
12575,16,Male,USA,26,25,Medium
12576,46,Male,Europe,74,25,High
12577,22,Female,USA,17,21,Low
12578,36,Male,Other,90,28,Medium
12579,20,Male,Europe,16,41,High
12580,26,Female,USA,84,2,High
12581,29,Female,Europe,96,25,Medium
12582,42,Male,USA,49,44,Medium
12583,32,Male,USA,25,0,Medium
12584,16,Female,USA,45,20,Medium
12585,27,Male,Asia,33,25,Medium
12586,29,Male,Europe,65,32,High
12587,34,Male,USA,73,7,Medium
12588,43,Female,USA,19,46,High
12589,43,Male,Europe,85,21,Low
12590,17,Male,Europe,24,31,Medium
12591,33,Male,USA,39,38,Low
12592,17,Female,Europe,8,15,High
12593,28,Female,USA,23,23,Low
12594,18,Female,Other,16,24,High
12595,25,Male,USA,31,18,Medium
12596,45,Female,Other,84,18,High
12597,46,Male,Europe,43,19,Low
12598,41,Male,Asia,16,34,Medium
12599,44,Female,Europe,92,40,High
12600,16,Female,Asia,73,25,Low
12601,23,Female,USA,2,8,Medium
12602,42,Female,USA,72,33,High
12603,45,Male,USA,69,22,Medium
12604,48,Male,USA,58,37,Medium
12605,29,Male,Other,7,20,Low
12606,39,Male,USA,72,45,High
12607,22,Female,Other,1,36,High
12608,23,Male,Europe,48,25,Low
12609,46,Female,Asia,82,21,High
12610,31,Male,USA,42,48,High
12611,49,Male,USA,84,26,Low
12612,33,Male,USA,66,43,Medium
12613,43,Female,Europe,11,0,Medium
12614,21,Female,Other,35,24,Medium
12615,42,Female,USA,70,48,Medium
12616,23,Female,Asia,72,28,Medium
12617,42,Female,USA,80,37,Medium
12618,20,Female,Other,47,0,Medium
12619,43,Male,Asia,71,48,Low
12620,31,Male,USA,46,8,High
12621,30,Male,Asia,92,43,Medium
12622,37,Female,Asia,19,40,Medium
12623,45,Female,Asia,1,49,Medium
12624,17,Female,USA,42,17,Low
12625,35,Male,Asia,4,28,Medium
12626,40,Male,USA,55,11,Low
12627,36,Male,Europe,31,18,Medium
12628,26,Male,USA,93,13,Medium
12629,27,Male,Europe,38,12,Medium
12630,25,Male,Other,92,15,Medium
12631,30,Female,USA,22,4,Medium
12632,22,Male,Asia,87,48,High
12633,16,Female,Europe,40,31,Low
12634,44,Female,USA,35,0,High
12635,44,Male,USA,10,35,Low
12636,26,Male,Europe,58,16,Low
12637,24,Female,USA,28,43,Medium
12638,25,Female,Other,30,31,Medium
12639,29,Male,USA,44,43,Medium
12640,30,Male,Europe,35,2,Medium
12641,31,Female,Europe,39,45,Low
12642,40,Male,USA,15,34,Medium
12643,16,Male,Asia,99,17,Medium
12644,26,Female,USA,79,13,Low
12645,40,Female,Asia,2,3,High
12646,37,Male,USA,52,36,High
12647,32,Female,USA,67,17,High
12648,46,Female,Other,96,18,High
12649,17,Female,Europe,41,16,Low
12650,17,Male,Europe,34,4,Medium
12651,44,Male,USA,68,7,Low
12652,15,Male,USA,88,26,High
12653,44,Male,Asia,41,38,Medium
12654,46,Female,Europe,84,37,Medium
12655,42,Female,USA,68,0,Medium
12656,35,Female,USA,59,29,Low
12657,27,Male,Asia,71,9,Low
12658,41,Female,Asia,64,7,High
12659,21,Male,USA,79,0,High
12660,36,Male,Asia,76,38,Medium
12661,24,Male,USA,52,1,Medium
12662,29,Male,Asia,26,38,High
12663,29,Male,USA,16,48,High
12664,18,Male,Asia,25,29,Medium
12665,46,Male,Europe,89,46,Medium
12666,37,Female,USA,11,39,High
12667,20,Male,Europe,39,16,Low
12668,38,Female,USA,97,47,Medium
12669,34,Male,USA,76,41,Medium
12670,34,Male,Europe,74,29,Low
12671,26,Female,Other,93,48,High
12672,47,Male,Asia,51,47,Medium
12673,42,Male,Asia,9,3,Medium
12674,22,Female,Asia,19,17,Medium
12675,15,Male,Europe,66,0,Low
12676,36,Female,USA,31,18,Low
12677,20,Male,Asia,38,0,Medium
12678,35,Male,USA,44,31,Medium
12679,46,Female,Other,41,17,Medium
12680,49,Male,Europe,77,13,Medium
12681,29,Male,Europe,61,30,Medium
12682,19,Male,USA,85,41,Medium
12683,20,Male,USA,72,44,Medium
12684,39,Female,Europe,60,23,Medium
12685,43,Female,USA,18,17,Low
12686,21,Female,USA,97,41,High
12687,27,Male,USA,93,22,Low
12688,32,Female,Europe,70,32,Medium
12689,16,Male,Europe,18,25,Medium
12690,22,Female,Europe,8,33,High
12691,25,Female,USA,55,30,Low
12692,47,Male,Europe,92,34,Medium
12693,41,Female,USA,63,12,Medium
12694,34,Female,USA,45,43,Medium
12695,26,Female,Europe,19,4,Medium
12696,45,Female,Europe,53,1,Low
12697,41,Female,Europe,78,45,High
12698,46,Female,Europe,37,25,Medium
12699,24,Female,Europe,76,1,High
12700,17,Male,USA,32,30,High
12701,41,Female,USA,52,13,Low
12702,49,Male,USA,93,36,High
12703,45,Female,Other,88,8,Medium
12704,29,Female,USA,45,7,High
12705,30,Male,Asia,19,31,Medium
12706,27,Female,Asia,4,17,Medium
12707,49,Female,Asia,98,31,Medium
12708,25,Male,Europe,22,24,Low
12709,35,Male,Europe,59,24,High
12710,25,Male,USA,11,38,Medium
12711,44,Female,USA,85,20,Medium
12712,49,Male,USA,88,42,High
12713,36,Female,Asia,3,11,Medium
12714,45,Male,Europe,46,27,Medium
12715,28,Male,Asia,20,21,Low
12716,38,Male,Asia,27,28,High
12717,46,Male,Europe,14,49,High
12718,46,Male,USA,92,35,Medium
12719,29,Male,Asia,24,12,Medium
12720,49,Female,USA,45,11,Medium
12721,17,Male,USA,89,12,Medium
12722,30,Female,USA,7,41,Medium
12723,19,Male,Europe,84,43,Low
12724,35,Male,Asia,55,16,Low
12725,24,Male,Europe,54,22,Low
12726,33,Female,Europe,65,4,Low
12727,39,Male,Europe,95,26,Medium
12728,18,Male,Europe,92,38,Medium
12729,43,Female,Asia,10,36,Low
12730,33,Female,USA,97,43,Medium
12731,16,Male,USA,41,38,Medium
12732,24,Female,USA,50,39,Medium
12733,39,Female,Europe,92,1,Medium
12734,34,Female,Asia,97,34,Low
12735,33,Male,Europe,19,13,Medium
12736,37,Male,USA,60,33,Medium
12737,38,Female,USA,78,45,High
12738,25,Male,Europe,38,35,Low
12739,48,Female,USA,90,24,Medium
12740,42,Male,Europe,54,19,Low
12741,19,Male,Other,69,29,High
12742,19,Female,USA,35,40,Medium
12743,35,Male,USA,95,18,Low
12744,26,Male,Asia,78,21,High
12745,18,Female,USA,27,36,Medium
12746,34,Male,Other,7,36,Low
12747,39,Female,Asia,19,26,Low
12748,28,Male,Europe,31,19,High
12749,25,Male,Europe,16,27,Medium
12750,46,Male,USA,26,15,High
12751,25,Female,USA,23,2,Medium
12752,32,Male,Europe,39,45,High
12753,41,Male,Europe,21,27,High
12754,32,Female,Other,39,20,Medium
12755,37,Female,Europe,4,46,Medium
12756,25,Female,Asia,69,11,Low
12757,35,Male,USA,3,12,Medium
12758,19,Male,Asia,95,14,Low
12759,37,Female,USA,4,7,Medium
12760,39,Female,Europe,48,22,Low
12761,24,Female,Asia,50,29,Medium
12762,36,Female,Europe,96,37,Medium
12763,33,Female,USA,8,22,High
12764,15,Male,Europe,79,13,Medium
12765,21,Female,Asia,99,33,Medium
12766,18,Female,Asia,92,48,Medium
12767,15,Female,Europe,99,0,Medium
12768,29,Female,Europe,70,12,Low
12769,26,Male,Asia,68,35,High
12770,36,Female,USA,51,27,Medium
12771,36,Male,Asia,29,8,Low
12772,31,Male,Asia,3,46,Medium
12773,43,Male,Europe,56,28,Medium
12774,28,Female,Europe,9,26,Medium
12775,34,Female,Other,98,7,Medium
12776,47,Female,Asia,2,29,Medium
12777,29,Male,Other,24,7,Medium
12778,26,Male,Europe,79,20,High
12779,34,Female,USA,37,19,High
12780,44,Male,USA,27,41,High
12781,17,Male,Asia,86,13,Low
12782,42,Female,Europe,34,21,Medium
12783,40,Male,USA,31,49,Medium
12784,44,Male,USA,74,29,Medium
12785,27,Male,USA,23,21,Medium
12786,27,Female,USA,48,39,High
12787,16,Female,Asia,78,48,Medium
12788,16,Female,Asia,9,32,Medium
12789,40,Female,Asia,70,14,High
12790,25,Male,USA,62,17,High
12791,22,Female,USA,93,37,Low
12792,36,Male,USA,53,42,Low
12793,34,Male,USA,48,45,Medium
12794,22,Male,USA,89,9,Medium
12795,43,Female,Other,17,21,High
12796,40,Female,Asia,47,22,Medium
12797,44,Male,USA,17,15,Medium
12798,31,Male,USA,46,21,Medium
12799,34,Female,USA,31,36,High
12800,30,Male,Asia,63,16,Medium
12801,21,Female,Asia,63,8,Low
12802,30,Male,Europe,2,15,Medium
12803,41,Male,Other,25,23,Low
12804,37,Male,USA,59,17,Low
12805,38,Male,USA,59,17,Medium
12806,23,Female,USA,30,38,Low
12807,49,Female,USA,55,33,Low
12808,34,Male,Europe,95,9,High
12809,31,Female,USA,32,26,High
12810,45,Female,Europe,73,10,High
12811,22,Male,Europe,54,12,Medium
12812,29,Male,Europe,31,26,Medium
12813,45,Female,USA,7,18,Low
12814,44,Male,Europe,59,6,High
12815,34,Male,USA,42,28,Medium
12816,26,Female,Asia,7,37,High
12817,31,Female,Europe,45,46,Medium
12818,44,Male,USA,13,5,Medium
12819,43,Male,Europe,64,12,Medium
12820,33,Male,USA,8,46,Low
12821,25,Male,USA,35,0,Medium
12822,48,Male,USA,71,27,Low
12823,21,Male,USA,49,33,High
12824,48,Male,Other,38,26,High
12825,34,Female,Europe,83,28,Medium
12826,38,Male,USA,47,21,Low
12827,24,Male,Europe,7,44,Low
12828,46,Male,Europe,70,16,Medium
12829,29,Male,USA,53,10,Medium
12830,34,Male,Europe,16,27,Low
12831,17,Male,Europe,96,21,Medium
12832,22,Male,USA,33,21,High
12833,37,Male,Europe,97,1,Medium
12834,25,Female,Asia,62,21,Medium
12835,22,Male,USA,87,25,Medium
12836,43,Male,Europe,5,12,Medium
12837,44,Male,Other,16,47,Medium
12838,24,Female,Asia,96,38,High
12839,42,Female,Europe,26,21,Medium
12840,27,Male,Asia,66,45,Medium
12841,46,Male,Europe,73,47,High
12842,40,Male,Other,24,7,Medium
12843,36,Male,USA,97,20,High
12844,18,Male,Asia,46,40,Low
12845,45,Male,USA,77,12,High
12846,32,Male,USA,71,43,Medium
12847,38,Male,Asia,43,6,High
12848,37,Male,Asia,80,43,Low
12849,36,Female,USA,43,33,High
12850,16,Male,USA,36,49,Medium
12851,45,Female,USA,54,42,Medium
12852,25,Male,Asia,65,2,Medium
12853,42,Male,Europe,85,35,Medium
12854,46,Female,Europe,9,25,High
12855,19,Male,Asia,88,32,Medium
12856,24,Male,Europe,43,29,High
12857,38,Male,Other,53,23,Medium
12858,49,Male,Other,6,28,Medium
12859,37,Male,USA,27,23,High
12860,31,Male,Europe,75,41,High
12861,15,Male,Europe,32,10,Medium
12862,45,Male,Europe,51,29,Low
12863,45,Male,Europe,36,25,High
12864,48,Male,USA,88,24,Medium
12865,23,Female,Asia,79,3,Medium
12866,36,Male,USA,2,28,Low
12867,27,Female,Europe,45,8,Medium
12868,39,Female,USA,46,14,Low
12869,32,Male,Europe,59,19,Medium
12870,26,Male,Other,73,9,Low
12871,31,Male,Europe,78,25,Medium
12872,29,Male,Europe,12,16,Low
12873,29,Female,USA,66,40,Medium
12874,29,Male,Europe,84,41,High
12875,27,Male,Other,64,39,High
12876,31,Male,Other,54,13,Low
12877,46,Female,Europe,61,44,Medium
12878,23,Male,Asia,5,8,High
12879,34,Female,USA,44,18,High
12880,40,Female,Europe,80,1,Medium
12881,41,Male,Asia,52,39,Low
12882,35,Male,USA,38,3,Medium
12883,32,Male,Other,85,29,Low
12884,27,Male,Asia,41,5,Medium
12885,30,Female,Asia,91,44,Low
12886,23,Male,USA,64,12,Low
12887,26,Male,USA,3,35,High
12888,33,Male,Asia,59,27,Medium
12889,21,Male,Europe,12,46,Medium
12890,49,Male,Europe,10,5,Medium
12891,32,Male,USA,83,45,Medium
12892,30,Male,Europe,6,20,Low
12893,18,Male,Asia,91,42,High
12894,39,Male,Europe,4,49,High
12895,46,Male,Europe,17,45,Low
12896,27,Male,Europe,63,40,High
12897,31,Male,Asia,78,12,Low
12898,20,Male,Asia,86,29,Medium
12899,33,Male,Europe,61,34,Low
12900,27,Male,USA,80,46,Medium
12901,40,Male,USA,60,12,Medium
12902,28,Male,Europe,81,26,Low
12903,45,Male,USA,16,47,Medium
12904,18,Male,Europe,91,3,Medium
12905,22,Male,Europe,56,28,Medium
12906,39,Male,Asia,58,10,Low
12907,27,Male,USA,25,41,High
12908,46,Female,USA,51,14,Medium
12909,42,Male,Asia,21,4,High
12910,44,Male,USA,69,39,Medium
12911,17,Male,Other,32,48,High
12912,42,Male,Europe,68,36,Medium
12913,17,Male,USA,5,21,Medium
12914,48,Male,USA,93,3,Medium
12915,30,Male,Europe,92,25,Low
12916,36,Female,USA,79,21,Low
12917,46,Male,Other,17,34,Medium
12918,22,Female,Asia,83,14,Medium
12919,22,Female,Europe,60,3,Low
12920,20,Female,Other,21,49,Medium
12921,28,Female,USA,11,12,Medium
12922,46,Male,Asia,6,2,Medium
12923,49,Male,Asia,60,39,Low
12924,24,Male,Europe,42,1,Medium
12925,17,Male,USA,13,35,Low
12926,26,Male,Europe,75,43,High
12927,45,Female,Other,59,45,Medium
12928,43,Male,USA,60,41,Low
12929,19,Male,USA,70,0,Medium
12930,39,Female,Europe,8,3,Low
12931,45,Male,Europe,92,1,Medium
12932,35,Male,USA,58,28,High
12933,34,Male,Asia,12,23,Medium
12934,36,Female,Other,63,43,High
12935,18,Male,USA,56,42,Medium
12936,27,Female,Other,42,48,Medium
12937,34,Male,USA,60,1,Medium
12938,27,Female,USA,3,20,Medium
12939,31,Male,USA,1,16,High
12940,47,Female,Europe,3,29,Medium
12941,15,Female,Other,21,48,Low
12942,29,Male,USA,66,20,Low
12943,27,Male,Europe,11,35,Medium
12944,31,Male,USA,14,6,Medium
12945,38,Male,USA,77,9,High
12946,22,Female,Other,77,46,Medium
12947,41,Male,Asia,76,34,Low
12948,37,Female,Asia,43,26,Medium
12949,22,Female,Europe,64,14,Medium
12950,22,Male,USA,14,34,High
12951,40,Male,USA,71,23,Medium
12952,27,Male,USA,54,10,High
12953,42,Male,Other,9,15,Low
12954,39,Male,Europe,52,14,Low
12955,30,Male,Europe,92,2,Low
12956,16,Female,Europe,84,23,Medium
12957,32,Male,Other,21,9,High
12958,31,Male,USA,92,31,Medium
12959,44,Male,USA,35,35,Medium
12960,27,Female,USA,97,3,Medium
12961,46,Male,Asia,18,7,High
12962,43,Male,Asia,99,3,Medium
12963,44,Female,Europe,4,32,Medium
12964,32,Female,USA,17,23,Medium
12965,27,Female,USA,46,6,High
12966,35,Female,USA,28,34,High
12967,44,Male,Other,48,0,Low
12968,35,Female,Other,45,19,Low
12969,31,Male,Europe,50,31,High
12970,33,Male,USA,85,8,Medium
12971,29,Female,Asia,2,37,Low
12972,23,Male,Europe,73,3,High
12973,24,Male,USA,1,23,High
12974,45,Male,USA,26,16,Low
12975,37,Male,Europe,8,29,High
12976,44,Male,Other,95,17,High
12977,47,Female,Europe,42,19,Low
12978,23,Female,USA,53,45,Medium
12979,15,Male,USA,40,30,Low
12980,49,Female,USA,45,49,High
12981,25,Male,Asia,94,10,Medium
12982,48,Male,USA,30,30,Low
12983,30,Female,USA,37,38,High
12984,23,Female,Europe,61,32,Medium
12985,46,Male,USA,16,26,High
12986,29,Male,USA,44,14,High
12987,26,Male,Europe,25,20,Low
12988,47,Female,Asia,36,45,High
12989,28,Male,USA,9,23,Low
12990,22,Male,Other,56,44,Medium
12991,22,Female,Europe,36,14,Medium
12992,41,Male,Other,90,16,High
12993,26,Female,Europe,90,16,Medium
12994,15,Female,Europe,32,19,High
12995,25,Male,Other,51,6,Medium
12996,45,Male,Europe,10,48,Low
12997,31,Male,USA,22,31,Medium
12998,47,Female,Europe,17,7,Medium
12999,46,Male,USA,53,5,High
13000,43,Female,USA,22,16,High
13001,35,Male,Asia,37,42,Low
13002,35,Male,Europe,32,4,Medium
13003,37,Male,USA,43,11,Medium
13004,20,Male,USA,40,42,Low
13005,36,Male,Europe,26,49,Low
13006,22,Male,USA,42,5,High
13007,49,Male,USA,29,46,Medium
13008,25,Male,USA,45,25,Low
13009,38,Male,Europe,70,0,Low
13010,35,Male,Europe,53,41,Medium
13011,16,Male,USA,56,29,Medium
13012,33,Male,Asia,28,34,Medium
13013,42,Female,Asia,58,36,High
13014,31,Male,Europe,6,27,Low
13015,20,Female,USA,83,34,Low
13016,33,Male,Europe,70,25,Low
13017,42,Female,Asia,40,37,High
13018,16,Male,USA,90,29,Medium
13019,18,Male,Europe,75,22,Medium
13020,36,Male,Asia,81,49,Medium
13021,40,Male,Asia,28,17,High
13022,27,Male,USA,20,7,Medium
13023,46,Female,USA,70,44,Medium
13024,31,Male,USA,17,2,Low
13025,33,Male,Other,6,40,Medium
13026,49,Female,USA,63,18,High
13027,42,Male,Asia,59,45,High
13028,15,Male,Other,87,48,Medium
13029,32,Male,Other,3,16,High
13030,47,Male,Europe,22,17,Medium
13031,26,Male,Asia,17,26,Medium
13032,22,Male,Europe,88,2,High
13033,38,Male,Asia,45,36,High
13034,30,Male,USA,12,11,Medium
13035,18,Male,Asia,86,3,Medium
13036,41,Female,Europe,98,38,Medium
13037,23,Female,Europe,42,29,High
13038,30,Male,Asia,51,22,Low
13039,26,Male,USA,52,13,Low
13040,45,Male,USA,35,28,Medium
13041,38,Male,Europe,3,17,High
13042,28,Male,USA,47,24,Medium
13043,39,Male,USA,93,27,Medium
13044,48,Male,Other,5,24,Medium
13045,17,Female,USA,46,45,Medium
13046,38,Female,USA,59,3,Medium
13047,23,Female,USA,37,37,Low
13048,40,Male,Europe,93,0,Low
13049,34,Female,Asia,36,43,Medium
13050,24,Male,USA,75,4,Low
13051,33,Male,Europe,76,47,Medium
13052,17,Female,USA,66,4,High
13053,38,Female,Asia,33,36,Medium
13054,19,Female,Europe,20,37,High
13055,17,Male,Asia,53,47,High
13056,41,Male,Asia,44,46,Low
13057,30,Female,Other,81,23,High
13058,29,Female,Other,5,10,Medium
13059,49,Female,Europe,12,35,High
13060,26,Male,Europe,13,6,High
13061,40,Male,USA,78,45,Medium
13062,48,Male,USA,27,8,Low
13063,37,Female,Europe,82,1,High
13064,45,Male,Europe,94,33,Medium
13065,34,Male,USA,6,36,High
13066,26,Female,USA,2,17,Medium
13067,37,Male,Asia,97,22,Low
13068,18,Female,USA,60,30,Medium
13069,37,Female,Europe,13,20,Medium
13070,15,Male,Europe,27,39,Medium
13071,39,Male,Other,51,14,High
13072,16,Female,Europe,59,37,Medium
13073,44,Male,USA,34,7,High
13074,17,Male,USA,22,38,High
13075,35,Male,USA,60,28,Medium
13076,39,Male,USA,35,25,Medium
13077,34,Male,Asia,16,23,Low
13078,36,Male,Europe,55,31,Medium
13079,35,Male,Europe,66,25,High
13080,47,Male,Europe,79,40,Medium
13081,29,Male,Europe,89,28,Medium
13082,29,Male,Other,28,27,Low
13083,39,Female,Asia,6,7,Medium
13084,35,Male,USA,35,46,High
13085,38,Female,Europe,23,27,Low
13086,19,Male,USA,55,29,Low
13087,20,Male,Asia,27,2,High
13088,37,Female,USA,71,9,Low
13089,18,Male,Europe,89,17,Low
13090,41,Male,USA,97,22,Low
13091,32,Male,USA,7,8,Medium
13092,35,Male,USA,20,12,Low
13093,42,Male,Other,41,26,Low
13094,49,Male,USA,48,33,Medium
13095,36,Male,Asia,97,19,High
13096,37,Female,Asia,23,47,Medium
13097,17,Female,USA,83,20,Medium
13098,24,Male,Europe,17,19,Medium
13099,39,Female,Asia,9,48,Medium
13100,22,Male,Europe,59,39,High
13101,25,Male,USA,34,23,High
13102,19,Female,Other,49,15,Medium
13103,43,Male,USA,66,44,Medium
13104,19,Male,USA,63,35,Low
13105,23,Male,USA,47,21,Medium
13106,16,Male,Asia,28,33,Medium
13107,15,Male,USA,59,31,Medium
13108,44,Female,Asia,24,13,Medium
13109,25,Male,USA,98,14,Low
13110,42,Male,USA,48,30,Medium
13111,26,Male,Asia,63,4,High
13112,40,Female,Asia,80,47,High
13113,27,Male,Europe,29,17,Medium
13114,22,Male,Europe,81,10,High
13115,42,Female,Europe,60,8,High
13116,44,Male,Europe,76,20,Low
13117,23,Male,Europe,22,39,Medium
13118,45,Male,Asia,46,21,High
13119,35,Male,Asia,71,5,Medium
13120,48,Male,Asia,98,48,Medium
13121,45,Male,USA,18,45,Low
13122,39,Male,USA,44,19,Low
13123,26,Female,USA,14,47,High
13124,15,Male,Asia,90,36,High
13125,36,Male,USA,12,2,High
13126,15,Female,USA,54,7,High
13127,15,Male,Other,29,27,Low
13128,35,Male,USA,27,32,Medium
13129,29,Male,USA,23,8,High
13130,31,Male,Other,2,14,Medium
13131,36,Male,USA,88,20,Low
13132,49,Male,Asia,65,13,High
13133,30,Female,USA,75,38,Low
13134,22,Male,USA,76,49,High
13135,31,Male,USA,69,26,Medium
13136,31,Male,Other,22,6,Medium
13137,40,Female,Asia,34,42,Medium
13138,27,Male,USA,98,15,Medium
13139,31,Female,Asia,19,9,Low
13140,31,Female,USA,77,4,Medium
13141,28,Male,Europe,51,12,High
13142,20,Male,USA,45,22,High
13143,49,Male,Asia,43,30,Medium
13144,28,Male,Europe,39,36,Medium
13145,22,Male,Other,81,49,Medium
13146,29,Female,Europe,9,6,Medium
13147,41,Female,Europe,82,36,Medium
13148,27,Male,Europe,38,46,High
13149,45,Female,Asia,43,1,Medium
13150,49,Female,USA,39,44,Medium
13151,20,Male,Europe,62,4,Medium
13152,19,Male,Asia,83,31,High
13153,36,Male,Europe,94,36,Low
13154,37,Male,USA,66,7,Low
13155,39,Male,USA,4,1,Low
13156,48,Female,Asia,69,30,High
13157,40,Male,USA,14,40,Medium
13158,19,Female,USA,84,4,Low
13159,40,Male,USA,13,6,High
13160,34,Male,USA,96,3,Medium
13161,20,Female,USA,71,21,High
13162,20,Male,Asia,18,6,Low
13163,32,Female,USA,7,17,Low
13164,18,Male,Europe,91,31,High
13165,31,Female,Asia,2,3,Medium
13166,28,Male,Other,25,15,Medium
13167,28,Male,Europe,49,25,Medium
13168,27,Female,Other,42,10,High
13169,21,Female,Europe,78,38,Medium
13170,29,Male,Asia,9,6,Medium
13171,33,Female,Other,52,21,Medium
13172,49,Female,USA,81,5,Medium
13173,31,Male,USA,43,3,Medium
13174,49,Male,Asia,29,6,Low
13175,33,Male,USA,96,21,High
13176,34,Male,USA,56,12,High
13177,49,Male,Asia,71,38,Medium
13178,46,Female,USA,95,40,Low
13179,38,Female,USA,52,19,Low
13180,31,Male,Other,63,3,Medium
13181,21,Male,USA,70,21,Medium
13182,15,Female,Asia,23,44,High
13183,49,Male,Europe,58,20,High
13184,46,Male,Other,8,29,Low
13185,27,Female,Asia,50,34,High
13186,20,Female,Europe,91,31,Medium
13187,28,Female,Other,74,20,High
13188,29,Female,Europe,19,34,Low
13189,18,Female,Europe,54,14,High
13190,30,Male,Europe,89,13,Low
13191,42,Male,USA,28,24,Low
13192,30,Male,Asia,86,48,High
13193,18,Male,USA,8,35,Medium
13194,40,Male,USA,71,11,Low
13195,42,Male,Asia,26,17,High
13196,46,Male,USA,9,14,Medium
13197,16,Male,Europe,42,15,High
13198,45,Male,Europe,86,30,High
13199,17,Male,Europe,62,12,High
13200,22,Female,USA,16,1,Medium
13201,38,Female,Asia,55,41,Medium
13202,29,Female,Europe,89,17,Medium
13203,45,Male,USA,70,34,High
13204,23,Male,USA,37,18,Medium
13205,16,Male,Europe,4,31,Low
13206,22,Female,Europe,73,30,Low
13207,21,Female,Other,48,41,Medium
13208,30,Male,USA,25,16,High
13209,49,Female,Asia,75,49,Medium
13210,44,Male,Asia,24,26,Medium
13211,24,Male,Europe,55,16,Low
13212,32,Female,Asia,32,41,Medium
13213,19,Male,Asia,84,1,High
13214,43,Male,Asia,3,14,Low
13215,48,Male,USA,27,9,Low
13216,37,Female,USA,46,36,High
13217,19,Male,Europe,63,21,Medium
13218,44,Male,USA,79,34,Medium
13219,20,Female,Europe,61,25,High
13220,18,Male,Europe,2,15,Low
13221,43,Male,Europe,88,28,Medium
13222,37,Male,Europe,26,30,Medium
13223,20,Female,USA,64,16,Medium
13224,46,Male,USA,46,3,High
13225,32,Female,Europe,14,22,Medium
13226,29,Female,Europe,23,23,Medium
13227,46,Female,USA,36,40,Low
13228,23,Male,USA,97,25,High
13229,24,Female,USA,88,34,Medium
13230,34,Female,Europe,37,34,Medium
13231,20,Male,Europe,26,14,Low
13232,17,Male,USA,53,35,Medium
13233,25,Female,Europe,96,43,Low
13234,31,Male,Europe,91,38,Medium
13235,46,Male,Europe,10,9,Medium
13236,18,Female,Asia,62,15,Medium
13237,18,Female,USA,34,30,Medium
13238,31,Male,USA,5,20,Medium
13239,33,Male,Europe,45,15,Medium
13240,19,Female,Other,5,27,Medium
13241,46,Female,Europe,25,18,Medium
13242,36,Female,USA,12,0,High
13243,20,Female,Other,17,14,Medium
13244,49,Female,Europe,42,35,Medium
13245,36,Female,Europe,47,20,Medium
13246,15,Male,Europe,64,2,High
13247,34,Male,USA,63,40,Medium
13248,36,Male,Asia,28,31,Medium
13249,25,Male,Europe,70,23,Low
13250,27,Male,Other,26,22,Low
13251,17,Male,USA,67,7,Medium
13252,23,Female,Europe,98,15,Low
13253,26,Female,Europe,12,46,Medium
13254,37,Male,Asia,16,24,Medium
13255,28,Male,USA,54,0,Low
13256,47,Male,Asia,94,40,Medium
13257,32,Female,Europe,32,29,High
13258,23,Male,Europe,17,39,High
13259,37,Female,Asia,6,43,Medium
13260,24,Male,Europe,35,24,Medium
13261,33,Male,Asia,73,27,High
13262,19,Male,Europe,50,32,Medium
13263,37,Male,USA,74,8,High
13264,44,Female,USA,39,1,Low
13265,39,Female,USA,45,31,Low
13266,42,Male,Europe,31,3,Low
13267,48,Female,USA,30,32,Medium
13268,39,Male,Asia,7,26,Low
13269,24,Male,USA,13,30,Low
13270,28,Female,Europe,44,30,Medium
13271,44,Male,USA,56,12,Medium
13272,39,Male,USA,30,27,Low
13273,28,Male,USA,33,9,High
13274,49,Male,Other,40,3,Medium
13275,48,Male,USA,82,36,High
13276,24,Female,USA,85,44,High
13277,49,Male,Asia,52,32,Low
13278,25,Male,Europe,46,29,Medium
13279,25,Male,Europe,29,14,Medium
13280,35,Male,Asia,81,12,High
13281,35,Female,Asia,31,45,Medium
13282,36,Female,Asia,99,28,Low
13283,21,Female,Europe,69,15,High
13284,31,Male,Europe,62,18,Medium
13285,16,Female,Other,61,47,High
13286,26,Male,Asia,40,6,Medium
13287,32,Male,Europe,63,47,Low
13288,25,Female,USA,96,18,Low
13289,30,Male,Other,52,38,Medium
